PIVlab by W.Th. & E.J.S., ASCII chart output - 25-Aug-2019
FRAME: 84, filenames: A: frame0166.jpg & B: frame0167.jpg, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame]
4,4,1.247119294,0.8770659573
4,7,1.316848699,0.7609265344
4,10,1.472027878,0.5661578442
4,13,1.732273385,0.3883486822
4,16,2.08322041,0.3327995496
4,19,2.425967538,0.3580586752
4,22,2.554375614,0.2727126518
4,25,2.410908134,0.1231297751
4,28,1.996473059,-0.002554125101
4,31,1.390015244,-0.05471049469
4,34,0.8793944523,-0.02298793346
4,37,0.6090339617,0.03646890637
4,40,0.5988532147,0.07616148445
4,43,0.8277155105,0.05383861652
4,46,1.211704791,-0.06131466622
4,49,1.529214499,-0.221855103
4,52,1.524353728,-0.2962376999
4,55,1.394766455,-0.05242921361
4,58,1.200214904,0.5013940244
4,61,0.9742790596,0.8334518363
4,64,0.7872894507,0.8118784134
4,67,0.8463963189,0.4667883847
4,70,1.076020565,0.1533143459
4,73,1.282381777,0.1578377481
4,76,1.441700358,0.3112524862
4,79,1.577029992,0.4591815249
4,82,1.738414078,0.5219050001
4,85,1.900279531,0.5043070724
4,88,1.968033775,0.4116354393
4,91,1.844802997,0.1531699769
4,94,1.600652901,-0.3493173226
4,97,1.350921386,-0.7519485101
4,100,1.200720635,-1.096610455
4,103,1.140609513,-1.504239698
4,106,1.071835646,-1.966193792
4,109,0.9004623122,-2.515239458
4,112,0.6032047269,-2.904422764
4,115,0.3767126861,-3.103823445
4,118,0.3113645177,-3.181078801
4,121,0.3761027859,-3.218765576
4,124,0.4968924038,-3.206571704
4,127,0.6154924344,-3.04648595
4,130,0.7415277052,-2.73432564
4,133,0.859588983,-2.293659496
4,136,0.9087196876,-1.85131258
4,139,0.8187133205,-1.443200534
4,142,0.6984264429,-1.049401642
4,145,0.6084622378,-0.6514543154
4,148,0.5544631244,-0.2518226178
4,151,0.4772530936,0.1798531792
4,154,0.3299572931,0.5614246671
4,157,0.3131629067,0.7141259244
4,160,0.4996588245,0.6459111522
4,163,0.9341611381,0.590100707
4,166,1.530186741,0.5570746908
4,169,1.85318319,0.3985013499
4,172,1.823324296,0.1372856032
4,175,1.573007342,-0.08747426715
4,178,1.376089487,-0.2043412611
7,4,1.187441176,0.9787073556
7,7,1.251446069,0.8199622889
7,10,1.402490291,0.5428713362
7,13,1.676869403,0.2985708793
7,16,2.070451776,0.2861332621
7,19,2.489016529,0.4296542367
7,22,2.628229626,0.3364199944
7,25,2.47182289,0.1226861803
7,28,2.004987241,-0.06940821654
7,31,1.256991927,-0.1448306964
7,34,0.6702226203,-0.06305636266
7,37,0.3890835115,0.057003705
7,40,0.4034026678,0.1462134307
7,43,0.7024510608,0.1348630064
7,46,1.219974088,-0.0591068782
7,49,1.666603731,-0.3529125456
7,52,1.573684014,-0.5506694792
7,55,1.398448178,-0.2470092323
7,58,1.165419709,0.6206290882
7,61,0.8923957796,1.065023513
7,64,0.607748491,1.013782785
7,67,0.7039453053,0.4671163379
7,70,1.032684503,-0.006561705636
7,73,1.262554427,0.06090457766
7,76,1.409036846,0.299826058
7,79,1.50429337,0.5076182259
7,82,1.659469397,0.5838707012
7,85,1.859171403,0.5756906691
7,88,1.976872899,0.5299747296
7,91,1.835476466,0.2966633253
7,94,1.547722062,-0.3752036053
7,97,1.252459898,-0.7624586541
7,100,1.098898267,-1.055169486
7,103,1.083614507,-1.479232902
7,106,1.058570778,-1.945791004
7,109,0.8881533341,-2.628505616
7,112,0.4964646722,-3.061114643
7,115,0.2289219734,-3.243077593
7,118,0.1950289766,-3.274465711
7,121,0.3215210375,-3.318440612
7,124,0.4927189488,-3.372231592
7,127,0.6245054902,-3.224844171
7,130,0.7701340668,-2.886240672
7,133,0.9195008981,-2.346864989
7,136,0.9904911753,-1.8600673
7,139,0.8320997366,-1.446356185
7,142,0.6700617193,-1.051384194
7,145,0.5784554726,-0.6489413287
7,148,0.5486543123,-0.2732101526
7,151,0.4815303176,0.1918571733
7,154,0.2343536959,0.6408243055
7,157,0.1731672359,0.781019926
7,160,0.3413326766,0.6392999925
7,163,0.8289726003,0.6148653762
7,166,1.628122761,0.6601850852
7,169,1.996638308,0.4547459218
7,172,1.902493605,0.08103992069
