PIVlab by W.Th. & E.J.S., ASCII chart output - 25-Aug-2019
FRAME: 5, filenames: A: frame0008.jpg & B: frame0009.jpg, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame]
4,4,-1.551312335,1.72267544
4,7,-1.401811794,1.643624818
4,10,-1.12346269,1.480697781
4,13,-0.7793491561,1.275733834
4,16,-0.465298495,1.10491041
4,19,-0.3465402191,0.984205724
4,22,-0.5407534579,0.7438579476
4,25,-0.9070476491,0.590162344
4,28,-1.436245889,0.5735485
4,31,-2.068557715,0.485281263
4,34,-2.561034148,-0.02266296761
4,37,-2.939148447,-0.7304997152
4,40,-3.275098162,-1.368688601
4,43,-3.54034869,-1.805834336
4,46,-3.624215053,-2.04014358
4,49,-3.592899876,-2.221799975
4,52,-3.400441442,-2.217078663
4,55,-3.073875948,-2.133897005
4,58,-2.77110351,-2.00184923
4,61,-2.604277067,-1.767482009
4,64,-2.57031159,-1.42391498
4,67,-2.607688059,-1.02911954
4,70,-2.665130797,-0.6670097309
4,73,-2.716409886,-0.4736350539
4,76,-2.745796347,-0.5543640769
4,79,-2.777153093,-0.7299908489
4,82,-2.809604427,-0.8790108839
4,85,-2.792082374,-0.9818909078
4,88,-2.724370835,-1.040171008
4,91,-2.628152355,-1.049599506
4,94,-2.534515389,-1.000009342
4,97,-2.461431415,-0.879524386
4,100,-2.391671181,-0.6974845171
4,103,-2.310562739,-0.4838532028
4,106,-2.210784524,-0.2602640958
4,109,-2.089174664,-0.04392974124
4,112,-1.944106548,0.13053719
4,115,-1.767784504,0.2166001818
4,118,-1.553251491,0.2148690326
4,121,-1.377008627,0.1395666992
4,124,-1.307436151,0.05121425348
4,127,-1.388337766,0.001763987711
4,130,-1.590582164,-0.006538293895
4,133,-1.794888891,0.02792799755
4,136,-1.930501338,0.1144539241
4,139,-1.986516688,0.2336402395
4,142,-2.012390327,0.3538303116
4,145,-2.110851648,0.4323852126
4,148,-2.311228501,0.4566749343
4,151,-2.527116635,0.5023380085
4,154,-2.545112002,0.5615452945
4,157,-2.542160462,0.5623132493
4,160,-2.701587106,0.3396502683
4,163,-3.06954367,-0.04565417494
4,166,-3.478881234,-0.5925775676
4,169,-3.604689111,-0.9537592139
4,172,-3.556087095,-1.199136538
4,175,-3.477551808,-1.375356486
4,178,-3.430161335,-1.473643072
7,4,-1.695026368,1.83220687
7,7,-1.512801789,1.7489265
7,10,-1.164214178,1.545803801
7,13,-0.7412178267,1.277961635
7,16,-0.3395436412,1.064723126
7,19,-0.1729682946,0.9766680387
7,22,-0.4427900199,0.6324019825
7,25,-0.839140491,0.4891616092
7,28,-1.414343293,0.6047286365
7,31,-2.158529791,0.6894448682
7,34,-2.643316961,0.09351126319
7,37,-2.984047449,-0.7244667466
7,40,-3.317879715,-1.40718343
7,43,-3.613091177,-1.878591994
7,46,-3.657321548,-2.073525164
7,49,-3.63268501,-2.349154556
7,52,-3.415218907,-2.312496484
7,55,-3.003881503,-2.21700129
7,58,-2.631965046,-2.111280153
7,61,-2.470822172,-1.876439479
7,64,-2.490986395,-1.482263529
7,67,-2.575570496,-1.016123916
7,70,-2.649786661,-0.5754201794
7,73,-2.702310635,-0.3517519131
7,76,-2.726336947,-0.5267141437
7,79,-2.771851306,-0.7678808127
7,82,-2.850992118,-0.9297371843
7,85,-2.844942315,-1.035747625
7,88,-2.761156398,-1.103682238
7,91,-2.631657223,-1.127267039
7,94,-2.515409383,-1.088382894
7,97,-2.452597358,-0.9553603025
7,100,-2.396736947,-0.7395326079
7,103,-2.322974079,-0.4943209875
7,106,-2.225622071,-0.2416247002
7,109,-2.108177796,0.01338873748
7,112,-1.976755259,0.2282986033
7,115,-1.814543744,0.3157993132
7,118,-1.559816629,0.2949313099
7,121,-1.328989874,0.1730280285
7,124,-1.218798015,0.04204232145
7,127,-1.313039819,-0.02318539563
7,130,-1.583689685,-0.04347671719
7,133,-1.837490353,-0.01680118053
7,136,-1.988852681,0.08502745586
7,139,-2.024948468,0.2260643919
7,142,-2.00209706,0.3696045689
7,145,-2.082699833,0.4568503107
7,148,-2.315018457,0.4598780898
7,151,-2.608488892,0.533012085
7,154,-2.537865992,0.6521215766
7,157,-2.447017421,0.7386370469
7,160,-2.588999979,0.4728772217
7,163,-3.042649712,0.04666223945
7,166,-3.604217144,-0.6944065576
7,169,-3.6984851,-1.054032766
7,172,-3.584034825,-1.288049581
7,175,-3.461329496,-1.472412713
7,178,-3.392123957,-1.584843812
10,4,-2.017776057,2.042087566
10,7,-1.788908261,1.963632315
10,10,-1.32834489,1.680398128
10,13,-0.8337148528,1.290627736
10,16,-0.3858154446,0.957269079
10,19,-0.2026655475,0.8798430639
10,22,-0.6130083868,0.3258516709
10,25,-1.013789465,0.2473637157
10,28,-1.558806663,0.5485715639
10,31,-2.369371326,0.8991086824
10,34,-2.74997692,0.1956027089
10,37,-2.971741695,-0.6500249016
10,40,-3.236006049,-1.222981156
10,43,-3.520214864,-1.818008747
10,46,-3.461201182,-1.952165011
10,49,-3.455048659,-2.495254744
10,52,-3.244009615,-2.407763233
10,55,-2.76084436,-2.282259812
10,58,-2.302352157,-2.231231814
10,61,-2.190052255,-2.026578345
10,64,-2.341412895,-1.570121773
10,67,-2.518001829,-1.02022518
10,70,-2.594056796,-0.4940455828
10,73,-2.61368017,-0.2882908679
10,76,-2.629652345,-0.6218021961
10,79,-2.698341027,-0.9302883757
10,82,-2.899760254,-1.067406561
10,85,-2.934949776,-1.159325083
10,88,-2.836202594,-1.239550678
10,91,-2.63360084,-1.285374492
10,94,-2.458460514,-1.266178191
10,97,-2.426740482,-1.099787195
10,100,-2.404655533,-0.8086709761
10,103,-2.349634577,-0.5127528129
10,106,-2.262988321,-0.2279207233
10,109,-2.168066459,0.07966553298
10,112,-2.096441776,0.3675496633
10,115,-2.023419464,0.4461518251
10,118,-1.737394832,0.397693774
10,121,-1.41664357,0.2087607737
10,124,-1.210916288,0.01701089039
10,127,-1.301257173,-0.06639593464
10,130,-1.662623983,-0.1189735687
10,133,-1.983358359,-0.1185539037
10,136,-2.177530722,0.01160571132
10,139,-2.22574132,0.1794029532
10,142,-2.158393173,0.3539480263
10,145,-2.2080714,0.4655775542
10,148,-2.441197018,0.4565134681
10,151,-2.820021248,0.6036878136
10,154,-2.60236334,0.8146498867
10,157,-2.40475448,1.038624335
10,160,-2.50254534,0.6623537233
10,163,-3.006564498,0.2069257495
10,166,-3.728366467,-0.8684313718
10,169,-3.758096634,-1.204301959
10,172,-3.573001714,-1.442414374
10,175,-3.396505605,-1.670452172
10,178,-3.290662765,-1.832328825
13,4,-2.545669566,2.236214059
13,7,-2.299310925,2.192303878
13,10,-1.732146339,1.798325906
13,13,-1.300265781,1.322916105
13,16,-1.106622752,0.8647892712
13,19,-1.150403172,0.5018215179
13,22,-1.552774757,-0.09543857771
13,25,-1.919756881,0.07424453801
13,28,-2.202941127,0.3825657879
13,31,-2.570752126,0.5930260963
13,34,-2.738802808,0.0524942839
13,37,-2.790722154,-0.4203436746
13,40,-2.859442705,-0.3990466254
13,43,-2.901608123,-1.404012707
13,46,-2.804997551,-1.616740978
13,49,-2.773684919,-2.470189731
13,52,-2.683296664,-2.374787096
13,55,-2.372140645,-2.110408892
13,58,-1.863392559,-2.037923266
13,61,-1.85493014,-1.95872603
13,64,-2.20070476,-1.528738028
13,67,-2.490472676,-0.9804484968
13,70,-2.504908293,-0.4580249261
13,73,-2.377281494,-0.5538847954
13,76,-2.422378415,-0.9281502474
13,79,-2.458503531,-1.236953703
13,82,-2.852065553,-1.285260778
13,85,-3.000630747,-1.341506644
13,88,-2.953472873,-1.427228945
13,91,-2.641501957,-1.471060612
13,94,-2.343277354,-1.45509293
13,97,-2.375314299,-1.212939289
13,100,-2.410250429,-0.8163418869
13,103,-2.394035728,-0.5105871275
13,106,-2.338399821,-0.2758685134
13,109,-2.308064446,0.001344746204
13,112,-2.38356244,0.331146576
13,115,-2.522409564,0.3759190345
13,118,-2.314464855,0.3129176581
13,121,-1.909446961,0.1332589992
13,124,-1.550837858,-0.05532876151
13,127,-1.593032044,-0.1330806613
13,130,-1.936714866,-0.2594037485
13,133,-2.282809835,-0.2980250312
13,136,-2.570594977,-0.121062727
13,139,-2.76728927,0.0424213832
13,142,-2.80974783,0.2106972673
13,145,-2.846262943,0.3552632315
13,148,-2.977253333,0.4730302361
13,151,-3.112685764,0.7457971856
13,154,-2.925214631,1.019679498
13,157,-2.766029567,1.23199761
13,160,-2.81118171,0.7891000919
13,163,-3.122892525,0.2698937876
13,166,-3.488457203,-0.8347521219
13,169,-3.609252743,-1.274700973
13,172,-3.483864735,-1.6001963
13,175,-3.264878664,-1.96412699
13,178,-3.091773441,-2.258180512
16,4,-3.170361629,2.060614604
16,7,-2.970730399,2.058388091
16,10,-2.334540023,1.538090072
16,13,-1.924384862,1.179137159
16,16,-1.853410128,0.8532670937
16,19,-2.037542592,0.5614930133
16,22,-2.41988451,0.3317531442
16,25,-2.72435151,0.5011387481
16,28,-2.653309781,0.679448245
16,31,-2.632560119,0.7123802533
16,34,-2.630717574,0.1424963759
16,37,-2.612384263,-0.2540317783
16,40,-2.700122259,-0.4224472112
16,43,-2.797642021,-1.561838024
16,46,-2.750175009,-2.26877613
16,49,-2.87262338,-2.737169085
16,52,-2.999506105,-2.273908307
16,55,-2.60191246,-1.549409752
16,58,-1.828527777,-1.06182889
16,61,-1.808411438,-1.286326748
16,64,-2.243692182,-1.092027778
16,67,-2.62201995,-0.5836650842
16,70,-2.627646978,0.2224863482
16,73,-2.410188128,0.2623867106
16,76,-2.428634623,-0.6022196843
16,79,-2.138438817,-1.296889915
16,82,-2.551916039,-1.398747515
16,85,-2.951739417,-1.462297286
16,88,-3.137561223,-1.540969455
16,91,-2.722064413,-1.470186301
16,94,-2.224945715,-1.339363513
16,97,-2.301752471,-0.9384503111
16,100,-2.401956028,-0.5233912574
16,103,-2.460696312,-0.395943781
16,106,-2.462581598,-0.426383077
16,109,-2.539266521,-0.4335065853
16,112,-2.838408815,-0.2851781891
16,115,-2.992885262,-0.208056404
16,118,-2.709592209,-0.2224812562
16,121,-2.247935683,-0.2593608284
16,124,-1.726391999,-0.3373982945
16,127,-1.769490676,-0.3155678196
16,130,-2.183947342,-0.5908939939
16,133,-2.609987631,-0.5607763304
16,136,-3.048107089,-0.2855127234
16,139,-3.461330004,-0.1491266194
16,142,-3.562359136,0.001276596232
16,145,-3.614892635,0.2660277828
16,148,-3.778543043,0.5497066986
16,151,-3.887591585,0.8470019879
16,154,-3.67185312,1.085630914
16,157,-3.273321314,1.239690911
16,160,-3.244179041,1.010851702
16,163,-3.490551841,0.5302681004
16,166,-3.662707872,-0.5802176494
16,169,-3.76600949,-1.10659511
16,172,-3.549469421,-1.637968314
16,175,-3.12127176,-2.303437202
16,178,-2.772357427,-2.866214121
19,4,-3.582416684,1.155599548
19,7,-3.345385686,1.070345008
19,10,-2.699336247,0.868298697
19,13,-2.319363284,1.013635804
19,16,-2.232944589,1.074497719
19,19,-2.541340646,0.8062855612
19,22,-2.8954589,0.8230450186
19,25,-3.133938349,1.139488293
19,28,-2.8005599,1.342019022
19,31,-2.49026151,1.392804448
19,34,-2.394594702,0.7381470565
19,37,-2.420910227,0.04744207687
19,40,-2.632515692,-0.1741571564
19,43,-2.853933933,-1.177140813
19,46,-2.833403089,-2.081578362
19,49,-3.051074104,-2.646422255
19,52,-3.351685031,-2.003533402
19,55,-3.074031425,-1.323771971
19,58,-2.320493448,-0.9229219319
19,61,-2.10381024,-1.001510259
19,64,-2.444981073,-0.6151829119
19,67,-2.80343449,-0.082863816
19,70,-3.028077318,0.5811292662
19,73,-3.084795587,0.7457545153
19,76,-3.011116023,0.09111465123
19,79,-2.441892818,-0.8775694529
19,82,-2.602541209,-1.08632292
19,85,-2.966927662,-1.251960477
19,88,-3.393478406,-1.314914712
19,91,-2.971293957,-0.963712926
19,94,-2.384404154,-0.43766555
19,97,-2.202284979,0.2231305999
19,100,-2.38152773,0.2503137459
19,103,-2.578203722,-0.08863027988
19,106,-2.626902851,-0.5368998398
19,109,-2.706765739,-0.9317125987
19,112,-3.074065168,-0.965788151
19,115,-3.064048885,-0.8889572748
19,118,-2.739510063,-1.012079008
19,121,-2.361369656,-1.105273535
19,124,-2.122102818,-0.8589255413
19,127,-2.210694356,-0.6438009252
19,130,-2.492975768,-1.30463208
19,133,-2.880547946,-0.9885266958
19,136,-3.383163889,-0.3885935693
19,139,-3.911298601,-0.1428887796
19,142,-3.97106764,-0.00406569845
19,145,-4.058091133,0.2981335024
19,148,-4.359491189,0.6122023607
19,151,-4.442980895,0.8332893978
19,154,-4.17561047,0.84303484
19,157,-3.541211895,0.7096630261
19,160,-3.530960073,0.9691260861
19,163,-3.908821811,0.7214040492
19,166,-3.938564714,-0.4180276158
19,169,-4.030586827,-1.00402846
19,172,-3.54340982,-1.744011351
19,175,-2.885620437,-2.624448748
19,178,-2.334668415,-3.446511055
22,4,-3.921038219,0.3031147877
22,7,-3.725122022,0.3151533809
22,10,-3.090506866,0.65978115
22,13,-2.781094528,0.8732406273
22,16,-2.740379838,0.8435066687
22,19,-2.852496991,0.727603606
22,22,-2.851077544,0.9224486452
22,25,-2.673858197,1.36195812
22,28,-2.64982602,1.48023213
22,31,-2.598537896,1.412118213
22,34,-2.432979167,0.9116194887
22,37,-2.46026331,-0.0286688545
22,40,-2.635907058,-0.3562639778
22,43,-2.715704008,-1.420605361
22,46,-2.694704971,-1.875780841
22,49,-2.782835695,-2.077026421
22,52,-2.925895342,-1.607162879
22,55,-2.686141743,-1.157442332
22,58,-2.488122316,-0.7557147293
22,61,-2.48403102,-0.5286674601
22,64,-2.750827819,-0.06622348025
22,67,-3.015336387,0.2918385927
22,70,-3.355530225,0.6566678074
22,73,-3.451506678,0.7523569959
22,76,-3.191503932,0.1916129018
22,79,-2.887434862,-0.2574957365
22,82,-2.89901474,-0.3370389898
22,85,-2.841477673,-0.5622641023
22,88,-3.151182883,-0.5483434965
22,91,-2.99198731,-0.2665525966
22,94,-2.582435476,0.1369183135
22,97,-2.38408123,0.547344751
22,100,-2.549765902,0.5626964481
22,103,-2.877067497,0.1077329213
22,106,-2.975409384,-0.490260439
22,109,-2.999523116,-1.073237618
22,112,-2.992249614,-1.121940256
22,115,-2.890608174,-1.025982488
22,118,-2.602622391,-1.266213895
22,121,-2.413590852,-1.380100746
22,124,-2.284223955,-1.04650065
22,127,-2.368041733,-0.8996531904
22,130,-2.597721767,-1.546741289
