PIVlab by W.Th. & E.J.S., ASCII chart output - 25-Aug-2019
FRAME: 7, filenames: A: frame0012.jpg & B: frame0013.jpg, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame]
4,4,0.605469648,2.261019025
4,7,0.6560814371,2.132282911
4,10,0.6741218362,1.865661508
4,13,0.5707349622,1.463732739
4,16,0.3819715379,1.141999753
4,19,0.08960087016,1.117591959
4,22,-0.1458863682,1.249866368
4,25,-0.1999268934,1.348690466
4,28,-0.03522804198,1.303833843
4,31,0.2709923197,1.118149813
4,34,0.5813398802,0.83041774
4,37,0.7906135653,0.6674419527
4,40,0.924379337,0.5764237275
4,43,1.07729423,0.5228169827
4,46,1.329928501,0.5579419442
4,49,1.635456214,0.7414868514
4,52,1.927454994,0.9290636975
4,55,2.204820552,0.8612888298
4,58,2.375865882,0.5929192838
4,61,2.42387085,0.2982404376
4,64,2.380056232,0.04130630272
4,67,2.25009962,-0.1583942051
4,70,1.989648839,-0.2673969739
4,73,1.608747972,-0.4084910803
4,76,1.348648721,-0.7079676379
4,79,1.313751956,-1.303018223
4,82,1.425307587,-2.185837816
4,85,1.508473379,-2.849069072
4,88,1.489638524,-2.476710882
4,91,1.366018967,-1.14233963
4,94,1.223312973,0.108212948
4,97,0.9728265516,0.66196627
4,100,0.5606391371,0.7124477607
4,103,0.1857652078,0.5819319433
4,106,-0.03082523259,0.4047801952
4,109,-0.07234078982,0.24930782
4,112,0.0619827642,0.2401653041
4,115,0.3533223434,0.423733157
4,118,0.7136745436,0.6424121218
4,121,0.9787064638,0.686593739
4,124,1.058649043,0.6677827672
4,127,0.9811054627,0.6863078283
4,130,0.8417177694,0.6993444522
4,133,0.7571574631,0.6689981904
4,136,0.5658950275,0.5365458223
4,139,0.2064715404,0.2888833228
4,142,-0.1450029267,-0.005692869885
4,145,-0.3881734522,-0.2796294399
4,148,-0.5287750484,-0.4579314177
4,151,-0.5711044038,-0.5506635536
4,154,-0.4786918116,-0.6635109382
4,157,-0.2306934118,-0.9283522135
4,160,0.1119789792,-1.381830632
4,163,0.3344523638,-1.868989517
4,166,0.1904142074,-1.916522208
4,169,-0.1422267374,-1.792767036
4,172,-0.4843703751,-1.737496558
4,175,-0.7463484803,-1.76147334
4,178,-0.8884843129,-1.800977963
7,4,0.5999243037,2.435048085
7,7,0.6936441779,2.271858814
7,10,0.7414324408,1.950816548
7,13,0.5975992,1.406510097
7,16,0.3859529519,0.966059528
7,19,-0.003097658247,1.026784357
7,22,-0.3132797191,1.29950837
7,25,-0.3866986196,1.483179031
7,28,-0.1681293712,1.419387724
7,31,0.2157359824,1.184054823
7,34,0.5737997198,0.7802449576
7,37,0.7643536148,0.6332677013
7,40,0.8537222886,0.5527171454
7,43,0.979417347,0.4746678708
7,46,1.257893199,0.4992869617
7,49,1.590700691,0.7762463236
7,52,1.880999607,1.108307021
7,55,2.194536174,1.029060318
7,58,2.367460371,0.6671812189
7,61,2.388810747,0.3108853445
7,64,2.327989306,0.01625720114
7,67,2.206467284,-0.1995555961
7,70,1.937281589,-0.2217076389
7,73,1.46055454,-0.2573673475
7,76,1.168996013,-0.4720662884
7,79,1.190737599,-1.12858546
7,82,1.405394474,-2.370745489
7,85,1.54179744,-3.474084011
7,88,1.525035346,-3.002426965
7,91,1.348663223,-1.037361567
7,94,1.221595546,0.6077542677
7,97,0.9813361537,1.089949686
7,100,0.4800858551,0.9322300904
7,103,0.04487158914,0.666395841
7,106,-0.1881313546,0.3924246362
7,109,-0.2329921004,0.124079019
7,112,-0.07586646812,0.06699814333
7,115,0.28985651,0.321763715
7,118,0.7634825887,0.6196726002
7,121,1.094872962,0.5799535837
7,124,1.166458912,0.498300973
7,127,1.039138451,0.5617777975
7,130,0.8398828135,0.6478720499
7,133,0.8029559152,0.688443596
7,136,0.6175394647,0.5835954499
7,139,0.1709580793,0.3121397412
7,142,-0.2297546183,-0.03049439194
7,145,-0.4721504339,-0.3656081177
7,148,-0.6209954615,-0.540072238
7,151,-0.692973604,-0.5504557174
7,154,-0.6064745548,-0.5519771666
7,157,-0.3006845589,-0.7523187829
7,160,0.1832491844,-1.240702756
7,163,0.545518776,-1.955135703
7,166,0.3311315256,-1.933984877
7,169,-0.1069420375,-1.742223707
7,172,-0.5345630274,-1.716854549
7,175,-0.8564792701,-1.798686582
7,178,-1.034206955,-1.883022346
10,4,0.4927849485,2.738349978
10,7,0.640373567,2.467685558
10,10,0.6791078774,2.057114445
10,13,0.4030607581,1.319043235
10,16,0.1616351744,0.70010815
10,19,-0.3451423166,0.9266421551
10,22,-0.726808835,1.439981462
10,25,-0.8191943552,1.739891536
10,28,-0.5170683898,1.550753689
10,31,-0.067507624,1.225389127
10,34,0.292734477,0.6645347761
10,37,0.4170930231,0.6012397121
10,40,0.460942304,0.5472122878
10,43,0.5918715559,0.4211071975
10,46,0.9159836321,0.4164763809
10,49,1.238149076,0.810929068
10,52,1.442580658,1.369087938
10,55,1.741581255,1.287588119
10,58,1.851908739,0.813468602
10,61,1.768856769,0.3924812948
10,64,1.644375188,0.03457414033
10,67,1.54762652,-0.23141627
10,70,1.34860602,-0.1092556283
10,73,0.8460929567,0.04587677447
10,76,0.605728025,0.05510287879
10,79,0.744104572,-0.5669381006
10,82,1.103792793,-2.296329778
10,85,1.294460706,-4.045375465
10,88,1.256754325,-3.40448005
10,91,0.9541986442,-0.4881101188
10,94,0.8287058622,1.573883455
10,97,0.6504532411,1.757660459
10,100,0.1060911892,1.196007615
10,103,-0.3293300339,0.7378608621
10,106,-0.5404307069,0.3270212657
10,109,-0.5974053055,-0.1744739165
10,112,-0.4334658251,-0.3782150351
10,115,0.02219195969,-0.06443261549
10,118,0.6494021362,0.2755816053
10,121,1.058676896,-0.01853053302
10,124,1.097250887,-0.2339279344
10,127,0.9012565897,-0.03932340958
10,130,0.6064465275,0.2568803613
10,133,0.6092870355,0.4824632794
10,136,0.418705996,0.4797611125
10,139,-0.1195973821,0.2555856798
10,142,-0.517153843,-0.109558793
10,145,-0.6812079203,-0.5484217746
10,148,-0.8183777181,-0.7088295821
10,151,-0.9499873496,-0.5522116224
10,154,-0.8934705818,-0.3002079688
10,157,-0.5320225006,-0.256448049
10,160,0.1374085857,-0.5425006345
10,163,0.712084222,-1.590880217
10,166,0.4108337689,-1.529472424
10,169,-0.1372082207,-1.399179205
10,172,-0.6777671139,-1.595969762
10,175,-1.098843045,-1.864678288
10,178,-1.34932764,-2.069591014
13,4,0.130669488,2.981809659
13,7,0.2794746191,2.440934322
13,10,0.09795187311,1.882351083
13,13,-0.3911310252,1.217211848
13,16,-0.7161741466,0.6200958326
13,19,-1.113213984,0.9340645134
13,22,-1.394364233,1.647185507
13,25,-1.469309363,1.973613063
13,28,-1.106168171,1.389552321
13,31,-0.8005845397,0.9012099989
13,34,-0.6968212344,0.517077767
13,37,-0.7023009509,0.5619051441
13,40,-0.5833536426,0.5227517914
13,43,-0.2364935395,0.3510725225
13,46,0.1090612226,0.389563607
13,49,0.2468099866,0.7496265389
13,52,0.2336318621,1.299928912
13,55,0.2671052869,1.345098651
13,58,0.1732893324,0.9864477969
13,61,-0.1589010871,0.6172173901
13,64,-0.4354012213,0.1935926585
13,67,-0.5187984669,-0.1095635887
13,70,-0.5221662275,0.06357573892
13,73,-0.5627935305,0.399842257
13,76,-0.5059138468,0.7534950776
13,79,-0.258082438,0.4024457165
13,82,0.07372466379,-1.400796345
13,85,0.2450780798,-3.013440154
13,88,0.1246037249,-2.205500331
13,91,-0.2693222058,0.718811042
13,94,-0.5318028276,2.320394569
13,97,-0.6019044676,2.034989032
13,100,-0.7657913744,1.11855757
13,103,-0.9584835154,0.5999628193
13,106,-1.081984271,0.1389891339
13,109,-1.193356528,-0.6112701408
13,112,-1.106450491,-1.042355905
13,115,-0.6459286917,-0.8185571069
13,118,-0.02457966551,-0.7795616174
13,121,0.3560597801,-1.457361752
13,124,0.3089942021,-1.80360001
13,127,0.08579467884,-1.430477101
13,130,-0.1325811516,-0.7305070993
13,133,-0.3607407707,-0.2430377381
13,136,-0.640409933,-0.07513496192
13,139,-0.995985654,0.01336157905
13,142,-1.17146863,-0.2232143235
13,145,-1.085366852,-0.7333214425
13,148,-1.158352544,-0.8632550084
13,151,-1.33289195,-0.552815747
13,154,-1.303216609,-0.01322937978
13,157,-0.9590225089,0.5085268322
13,160,-0.290629223,1.084010326
13,163,0.2055652815,0.2964184783
13,166,0.07215113463,-0.06419961937
13,169,-0.3736955202,-0.4718592694
13,172,-0.9604664384,-1.278296096
13,175,-1.482943238,-1.896839617
13,178,-1.845134431,-2.307513039
16,4,-0.4916225178,2.742115994
16,7,-0.2926911697,1.874422266
16,10,-0.6515712966,1.175677751
16,13,-1.226878812,0.9118586212
16,16,-1.530065272,0.3707015639
16,19,-1.816734322,0.7401645524
16,22,-1.950539227,1.62530889
16,25,-1.985147655,1.807304585
16,28,-1.582154467,0.7364500431
16,31,-1.365322897,0.08477329145
16,34,-1.583486057,0.05972307959
16,37,-1.714745572,0.1523286406
16,40,-1.478624882,0.05191870768
16,43,-0.8718239988,-0.1417094792
16,46,-0.4522163947,0.00810290225
16,49,-0.3876641941,0.3113439303
16,52,-0.5648997924,0.7802740439
16,55,-0.7202435848,0.9376085997
16,58,-1.004513821,0.7906285757
16,61,-1.732032722,0.6531421832
16,64,-2.187471183,0.3092388725
16,67,-2.173162416,0.0381828626
16,70,-1.995530428,0.1314557921
16,73,-1.814917382,0.5948580456
16,76,-1.655717259,1.148045473
16,79,-1.391762778,0.8097850078
16,82,-1.078075487,-0.5371945764
16,85,-0.9535131383,-1.688233657
16,88,-1.093182047,-0.9222790656
16,91,-1.497600056,1.023988949
16,94,-1.722100487,2.051604415
16,97,-1.495670356,1.468794225
16,100,-1.349590678,0.5529385511
16,103,-1.427360153,0.1416691819
16,106,-1.639516995,-0.2482574793
16,109,-1.897753237,-0.8558390929
16,112,-1.981995612,-1.227345233
16,115,-1.488955933,-0.973215865
16,118,-0.8780541913,-1.025242792
16,121,-0.5200149477,-1.767167511
16,124,-0.800467209,-2.051126477
16,127,-1.167469348,-1.8477155
16,130,-1.275150133,-1.086608479
16,133,-1.622861771,-0.5671743715
16,136,-1.821710404,-0.3812570981
16,139,-2.084930935,-0.0599363302
16,142,-2.09656131,-0.1971156217
16,145,-1.723819824,-0.5636244691
16,148,-1.722744112,-0.6449644344
16,151,-1.765459318,-0.497738203
16,154,-1.61333902,-0.114518407
16,157,-1.230762195,0.7707704008
16,160,-0.6085349885,1.811905654
16,163,-0.3294852223,1.73793575
16,166,-0.3968202785,1.456631279
16,169,-0.7537212375,0.674474421
16,172,-1.353916167,-0.7794742119
16,175,-1.944864928,-1.672798021
16,178,-2.436133814,-2.239680857
19,4,-1.151823774,1.434231146
19,7,-1.043710378,0.8329350185
19,10,-1.170885189,0.3032968571
19,13,-1.306334943,0.6474335973
19,16,-1.639038402,0.370147895
19,19,-2.005654828,0.3739068107
19,22,-2.214672914,1.327935341
19,25,-2.3947793,1.299073527
19,28,-2.33015062,0.08959387873
19,31,-2.275921221,-0.741714145
19,34,-2.540121803,-0.4973271772
19,37,-2.573900657,-0.5230898112
19,40,-2.229909035,-0.7316493175
19,43,-1.573763679,-0.8232064437
19,46,-1.248768729,-0.3523394871
19,49,-1.162739549,-0.007621347955
19,52,-1.314122652,0.4019761443
19,55,-1.548136674,0.6390847327
19,58,-1.986772596,0.670850561
19,61,-2.851305016,0.5397491679
19,64,-3.341477834,0.1887204113
19,67,-3.042234492,0.1184821452
19,70,-2.641427564,0.3821072764
19,73,-2.408307685,0.9000087694
19,76,-2.376909815,1.464389654
19,79,-2.080344877,1.000148254
19,82,-1.804954573,0.2066695871
19,85,-1.774305641,-0.6078614553
19,88,-1.891890878,-0.07813990804
19,91,-2.211583485,0.9492060141
19,94,-2.275093861,1.452675284
19,97,-1.811586036,0.686505309
19,100,-1.55169469,0.0006388790252
19,103,-1.614271847,-0.116770783
19,106,-1.924981636,-0.3500140396
19,109,-2.348209211,-0.774355754
19,112,-2.68116014,-0.9789196468
19,115,-2.22874176,-0.3789016411
19,118,-1.859673761,-0.1337540695
19,121,-1.778844433,-0.5389640307
19,124,-2.094674897,-1.048171855
19,127,-2.560844852,-1.291811924
19,130,-2.697649323,-0.4717031088
19,133,-2.805939458,-0.1532850868
19,136,-2.838499263,0.2387088393
19,139,-3.012495749,0.3953864296
19,142,-2.97308393,0.1016624331
19,145,-2.448557477,-0.1542685327
19,148,-2.288665064,-0.1819515245
19,151,-2.257642401,-0.3782862984
19,154,-1.976703257,-0.3171509933
19,157,-1.635757862,0.9735353005
19,160,-1.256610728,2.349652438
19,163,-1.0614177,2.519110953
19,166,-1.074243729,2.377182209
19,169,-1.434485119,1.459474909
19,172,-1.863139894,-0.002597172953
19,175,-2.390003229,-0.8380269972
