PIVlab by W.Th. & E.J.S., ASCII chart output - 25-Aug-2019
FRAME: 83, filenames: A: frame0164.jpg & B: frame0165.jpg, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame]
4,4,-0.7376935018,0.5664634232
4,7,-0.6290289897,0.5979152434
4,10,-0.3806153331,0.6501171273
4,13,0.04382329792,0.7004477631
4,16,0.5934832896,0.7068586872
4,19,0.996268934,0.6428728365
4,22,0.8646146257,0.5135542405
4,25,0.352294627,0.3904249473
4,28,-0.271993621,0.32794664
4,31,-0.8052367076,0.3292851298
4,34,-1.241750816,0.4415049114
4,37,-1.675633437,0.7120445089
4,40,-2.00883921,0.6602312804
4,43,-2.166377171,0.4829980313
4,46,-2.173406397,0.1518190259
4,49,-2.124090861,-0.2084640519
4,52,-2.090374651,-0.66312403
4,55,-2.116392548,-1.178060554
4,58,-2.187903369,-1.690429131
4,61,-2.224642615,-2.100634091
4,64,-2.124116195,-2.299776137
4,67,-1.868971695,-2.333428422
4,70,-1.51511745,-2.285694809
4,73,-1.091453964,-2.201309881
4,76,-0.6176842516,-2.048136376
4,79,-0.1331206023,-1.713040309
4,82,0.3564406391,-1.1046505
4,85,0.7859421173,-0.3495790547
4,88,1.108638242,0.09366966195
4,91,1.537844191,0.3795715977
4,94,2.083434419,0.5733538384
4,97,2.497757771,0.7593570477
4,100,2.738004628,0.8457936165
4,103,2.838105936,0.8596954639
4,106,2.871966304,0.8354892836
4,109,2.896949607,0.8965002305
4,112,2.948083479,1.111641644
4,115,3.016629539,1.269325299
4,118,3.043586162,1.19828817
4,121,3.018861583,1.017519726
4,124,2.977179948,0.81847189
4,127,2.945774905,0.5678182209
4,130,2.892672902,0.1959300609
4,133,2.84516902,-0.2602747281
4,136,2.873674008,-0.6919178597
4,139,2.822908411,-0.9192898787
4,142,2.690481971,-0.8933135836
4,145,2.568508349,-0.7050910524
4,148,2.265630726,-0.5365438784
4,151,1.820924772,-0.4755125384
4,154,1.597273752,-0.3873039165
4,157,1.737201094,-0.2046425026
4,160,2.024941635,-0.005279513946
4,163,2.066895135,0.1331265769
4,166,1.759005868,0.1972875104
4,169,1.129935507,0.1423773738
4,172,0.5009879347,-0.01166804334
4,175,0.05081835301,-0.1704788756
4,178,-0.1776400833,-0.2520262745
7,4,-0.8394674869,0.5368200516
7,7,-0.7497112613,0.5840321665
7,10,-0.5148408937,0.6672195916
7,13,-0.04588333545,0.7642391737
7,16,0.6537559631,0.7993520756
7,19,1.24296098,0.731890821
7,22,1.049245043,0.5478792991
7,25,0.3990775864,0.3815586327
7,28,-0.3482029004,0.3159338433
7,31,-0.9187444175,0.3145966252
7,34,-1.333127072,0.4265519163
7,37,-1.80185604,0.9221428348
7,40,-2.144413362,0.7644112052
7,43,-2.267249464,0.5466781823
7,46,-2.210481238,0.1590951815
7,49,-2.1047334,-0.132681543
7,52,-2.033002203,-0.6013219205
7,55,-2.071863886,-1.171219444
7,58,-2.204402352,-1.765881291
7,61,-2.307056674,-2.256694452
7,64,-2.223439398,-2.452835926
7,67,-1.947288814,-2.442705808
7,70,-1.580959442,-2.363488532
7,73,-1.1536028,-2.297828642
7,76,-0.6761739086,-2.211577368
7,79,-0.2020637597,-1.922797293
7,82,0.3061863494,-1.2529605
7,85,0.7491566895,-0.2828907803
7,88,0.9757457058,0.1481515374
7,91,1.391523587,0.4770266293
7,94,2.03862781,0.6585776651
7,97,2.481080109,0.8772407748
7,100,2.712459878,0.9258996063
7,103,2.767850853,0.8738010586
7,106,2.754400937,0.7587121636
7,109,2.74294389,0.7929648608
7,112,2.781661862,1.129345195
7,115,2.870543429,1.394455925
7,118,2.911395254,1.279514632
7,121,2.886380104,1.053578613
7,124,2.84067899,0.8687895073
7,127,2.815113444,0.6589625736
7,130,2.752525575,0.2782937302
7,133,2.689916389,-0.240569629
7,136,2.789478421,-0.7883901771
7,139,2.741389603,-1.090223597
7,142,2.570574769,-1.060775259
7,145,2.515628228,-0.7849402713
7,148,2.179073142,-0.5466820683
7,151,1.573450674,-0.5413222654
7,154,1.298091657,-0.4743448098
7,157,1.561701837,-0.2068114541
7,160,2.048550083,0.09626005075
7,163,2.159945125,0.2845465065
7,166,1.851639347,0.3646645024
7,169,1.087778414,0.2571725456
7,172,0.3665620136,-0.0008411592736
7,175,-0.1283723856,-0.246726784
7,178,-0.3795117202,-0.3457577106
10,4,-1.021848933,0.4628427815
10,7,-0.994249171,0.5399294933
10,10,-0.8496079337,0.6795835509
10,13,-0.4180537595,0.8820213151
10,16,0.3739433399,0.9769821908
10,19,1.166017684,0.9254340295
10,22,0.8859905044,0.6459745068
10,25,0.1304718123,0.4269873249
10,28,-0.7111734083,0.3876096014
10,31,-1.299866162,0.406947022
10,34,-1.643656,0.4179810895
10,37,-2.103083518,1.267755507
10,40,-2.367648711,0.804991177
10,43,-2.392324246,0.4433737871
10,46,-2.234104546,-0.01713125554
10,49,-2.040254297,-0.03564169475
10,52,-1.882625711,-0.5073973683
10,55,-1.934418565,-1.140484306
10,58,-2.168002949,-1.845414878
10,61,-2.364442765,-2.468794384
10,64,-2.306082429,-2.680335876
10,67,-2.033961729,-2.601094735
10,70,-1.710159429,-2.447783518
10,73,-1.360465506,-2.391453329
10,76,-0.9824667896,-2.418215203
10,79,-0.6325173783,-2.238307258
10,82,-0.1702387057,-1.5926033
10,85,0.2756865704,-0.3777629022
10,88,0.3320391502,0.02711563957
10,91,0.6636744391,0.6168800218
10,94,1.383882322,0.8200990392
10,97,1.81536376,1.108554477
10,100,2.038235844,1.088712408
10,103,2.017280895,0.8813518238
10,106,1.915786745,0.5793716714
10,109,1.820434347,0.5446323956
10,112,1.795347422,1.042912791
10,115,1.888238876,1.467613424
10,118,1.962609583,1.250391733
10,121,1.976018101,0.9624904564
10,124,1.959284966,0.8339930436
10,127,1.937881901,0.7641240562
10,130,1.884864689,0.4718454193
10,133,1.827365922,-0.05342656411
10,136,2.034799523,-0.7504837944
10,139,1.968518535,-1.231634082
10,142,1.723800546,-1.321513835
10,145,1.784505178,-0.9686339462
10,148,1.466670351,-0.5824346055
10,151,0.7318942893,-0.6895583813
10,154,0.4422475538,-0.6534678905
10,157,0.8588577341,-0.1720296277
10,160,1.5370943,0.3781321935
10,163,1.680107622,0.6632941048
10,166,1.452408794,0.7335493962
10,169,0.6469568257,0.4774447138
10,172,-0.05561666966,-0.01515775055
10,175,-0.5461618121,-0.4493979622
10,178,-0.8186974741,-0.5496376778
13,4,-1.239379956,0.3168833164
13,7,-1.335032314,0.4248697798
13,10,-1.40914443,0.6001215761
13,13,-1.223885407,0.9572716218
13,16,-0.7741777733,1.085722631
13,19,-0.3290225937,1.075501959
13,22,-0.4339709336,0.7255913686
13,25,-0.8939642418,0.5588690019
13,28,-1.483825929,0.5954140671
13,31,-2.034482945,0.7304714944
13,34,-2.380586668,0.5705226276
13,37,-2.591190747,1.216485452
13,40,-2.520241313,0.5775221711
13,43,-2.384586698,-0.2397758703
13,46,-2.202190736,-0.5630955588
13,49,-1.956350522,-0.01678233794
13,52,-1.65120653,-0.5065187625
13,55,-1.699248761,-1.116520999
13,58,-2.020138185,-1.820713872
13,61,-2.200605589,-2.475546353
13,64,-2.14286578,-2.806509505
13,67,-2.013243981,-2.689147484
13,70,-1.874259108,-2.396221504
13,73,-1.785383471,-2.262548481
13,76,-1.792787769,-2.339551449
13,79,-1.793675342,-2.229197606
13,82,-1.589248578,-1.868748147
13,85,-1.278094957,-1.166321425
13,88,-1.182029955,-0.5489233581
13,91,-1.053099416,0.7298378809
13,94,-0.6959219115,1.062972654
13,97,-0.3432573142,1.309328942
13,100,-0.06670430222,1.328839051
13,103,-0.150640234,0.8344433866
13,106,-0.3600150464,0.3469925955
13,109,-0.5911659797,0.2857646287
13,112,-0.789954387,0.6632694483
13,115,-0.8032041555,1.062469953
13,118,-0.664895024,0.7418432521
13,121,-0.5088832229,0.4552924396
13,124,-0.3833439589,0.4315012287
13,127,-0.4880942627,0.6481273427
13,130,-0.4504554889,0.7545275088
13,133,-0.2821483485,0.4721421429
13,136,-0.1587496841,-0.150153447
13,139,-0.288605181,-0.898563807
13,142,-0.4691578404,-1.404845918
13,145,-0.5279692453,-1.219745182
13,148,-0.6600829194,-0.6371035241
13,151,-0.8936863569,-0.8106884888
13,154,-0.9693281205,-0.8031598224
13,157,-0.6169022108,-0.01999984665
13,160,-0.355353351,0.8727996726
13,163,-0.358410323,1.251964337
13,166,-0.4145255373,1.147524036
13,169,-0.6174780043,0.625032011
13,172,-0.8936594894,-0.1587296267
13,175,-1.261193851,-0.8505662842
13,178,-1.551579049,-0.8374744028
16,4,-1.476848359,0.09271584427
16,7,-1.71592752,0.203804862
16,10,-2.028178238,0.2614536281
16,13,-1.971774213,0.7387038846
16,16,-1.822300639,0.6770889633
16,19,-1.398567284,0.4272488435
16,22,-1.282616111,0.2137123185
16,25,-1.512045977,0.3308998027
16,28,-1.927276396,0.4305870209
16,31,-2.420699693,0.5512852148
16,34,-2.84737964,0.4201625266
16,37,-2.951511354,0.4088594865
16,40,-2.685969632,-0.02959193539
16,43,-2.504987561,-0.3606943627
16,46,-2.313243888,-0.6159402867
16,49,-2.054233745,-0.2247235857
16,52,-1.566070919,-0.8220007792
16,55,-1.625920981,-1.298376747
16,58,-2.026496797,-1.866576941
16,61,-2.121839898,-2.452132617
16,64,-2.025305694,-2.821446851
16,67,-1.977110104,-2.631332608
16,70,-1.994143855,-2.094279368
16,73,-2.120465227,-1.74703913
16,76,-2.454690429,-1.730695174
16,79,-2.810943839,-1.585814163
16,82,-2.770664183,-1.472455361
16,85,-2.588392327,-1.304634664
16,88,-2.402273117,-0.5406424429
16,91,-2.393014631,0.667365092
16,94,-2.19799127,1.082209135
16,97,-1.858425565,1.129085496
16,100,-1.412257461,1.493470911
16,103,-1.627325188,0.9317108688
16,106,-1.952877848,0.465339803
16,109,-2.42157594,0.2915155618
16,112,-2.78665188,0.4205987293
16,115,-2.742240135,0.4958053318
16,118,-2.553004359,-0.1696259382
16,121,-2.372159916,-0.5223746744
16,124,-2.269085358,-0.3918293561
16,127,-2.359023219,0.3050219286
16,130,-2.158477141,1.000108126
16,133,-1.840290334,0.8916602543
16,136,-1.615006537,0.2323646695
16,139,-1.819197747,-0.4549081617
16,142,-2.058796339,-0.8231700912
16,145,-2.235828761,-0.6913599057
16,148,-2.095780668,-0.3806294294
16,151,-1.764922389,-0.3712345221
16,154,-1.670558265,-0.4673988922
16,157,-1.512408936,0.2731642012
16,160,-1.580886303,1.083525318
16,163,-1.794735997,1.141501593
16,166,-1.91063276,0.7262920298
16,169,-1.778420766,0.184152668
16,172,-1.800284576,-0.5009270638
16,175,-2.241701507,-1.357697335
16,178,-2.609588609,-1.021974114
19,4,-1.926953287,-0.09039563313
19,7,-2.24290991,-0.01428319905
19,10,-2.73051202,-0.3101663913
19,13,-2.710936473,0.1035123204
19,16,-2.656112705,0.04951148693
19,19,-2.078126426,-0.3024994726
19,22,-1.738758991,-0.3819658793
19,25,-1.714498012,0.04541398542
19,28,-2.012765683,0.04763100569
19,31,-2.328302712,0.175487007
19,34,-2.569553991,0.06704355292
19,37,-2.808534078,-0.09237997251
19,40,-2.705514198,-0.02831699394
19,43,-2.632640498,-0.03196441414
19,46,-2.490933681,-0.6407876525
19,49,-2.345152558,-0.6115009163
19,52,-2.024560404,-1.070229278
19,55,-2.134155581,-1.750593882
19,58,-2.325638501,-2.041028064
19,61,-2.143313477,-2.411819057
19,64,-1.894243394,-2.704103866
19,67,-1.890812956,-2.364453772
19,70,-2.048322219,-1.594912537
19,73,-2.277329444,-1.115075093
19,76,-2.747069411,-1.148934897
19,79,-3.27559282,-0.8832747813
19,82,-3.128086763,-0.8645217205
