PIVlab by W.Th. & E.J.S., ASCII chart output - 25-Aug-2019
FRAME: 88, filenames: A: frame0174.jpg & B: frame0175.jpg, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame]
4,4,-1.687485842,-0.5439720113
4,7,-1.762750987,-0.4445942039
4,10,-1.883098062,-0.3128206339
4,13,-2.014830867,-0.2480588624
4,16,-2.127782839,-0.3298761999
4,19,-2.18250653,-0.5003332162
4,22,-2.190255511,-0.6826521637
4,25,-2.163727751,-0.8534126157
4,28,-2.122682097,-0.9855892655
4,31,-2.091844657,-1.047559031
4,34,-2.090862722,-1.019459181
4,37,-2.120703144,-0.9047320788
4,40,-2.188044463,-0.7020811082
4,43,-2.311175581,-0.4593329865
4,46,-2.478019833,-0.3315377957
4,49,-2.616772916,-0.2387806245
4,52,-2.688921299,-0.03502339953
4,55,-2.706421841,0.2433482107
4,58,-2.701371555,0.4808903049
4,61,-2.696727449,0.5646187983
4,64,-2.645934116,0.4765744064
4,67,-2.532261521,0.241879318
4,70,-2.39077595,0.05485939255
4,73,-2.290853771,0.1428616638
4,76,-2.259716128,0.3275696017
4,79,-2.343333985,0.2928784826
4,82,-2.55393848,-0.2124735823
4,85,-2.674640287,-0.6854374117
4,88,-2.664380648,-0.9713106503
4,91,-2.527041945,-1.085326724
4,94,-2.32049221,-1.101946794
4,97,-2.023627835,-0.99584874
4,100,-1.609951256,-0.7773281898
4,103,-1.143747878,-0.6284614135
4,106,-0.6792523052,-0.7379432104
4,109,-0.2203911256,-0.9968647134
4,112,0.1835933503,-0.9767272175
4,115,0.5253125536,-0.5624288648
4,118,0.7898193622,-0.1828042406
4,121,0.9226641336,0.04221133747
4,124,0.7757658091,0.185793174
4,127,0.6605261176,0.3386952874
4,130,0.5400024508,0.3880550101
4,133,0.323596268,0.2854043095
4,136,-0.0195333332,0.1969661673
4,139,-0.347143182,0.1618487594
4,142,-0.5846111096,0.15900326
4,145,-0.7484026404,0.1626833792
4,148,-0.8787996093,0.1568959541
4,151,-0.9525040472,0.1544366221
4,154,-0.9256459194,0.1776334004
4,157,-0.7510957062,0.2439046222
4,160,-0.3961662885,0.3527359037
4,163,0.09853038224,0.476465219
4,166,0.594632333,0.5740530609
4,169,0.9544402221,0.6117396238
4,172,1.067252908,0.5904505273
4,175,0.9267748245,0.5228576334
4,178,0.7814933032,0.4699411536
7,4,-1.598148241,-0.6539521832
7,7,-1.712623355,-0.4841884655
7,10,-1.885897285,-0.2577908188
7,13,-2.063270341,-0.1294387854
7,16,-2.201040185,-0.2447468296
7,19,-2.238557806,-0.4798595265
7,22,-2.226103034,-0.6981879382
7,25,-2.174145955,-0.9029363864
7,28,-2.103559639,-1.070503243
7,31,-2.048723025,-1.154692971
7,34,-2.040811232,-1.119327056
7,37,-2.065615459,-0.9854753334
7,40,-2.127412831,-0.7278643495
7,43,-2.271882053,-0.3808761751
7,46,-2.499214866,-0.3073892575
7,49,-2.672880792,-0.3181761327
7,52,-2.74139642,-0.09707958487
7,55,-2.742820596,0.2655957874
7,58,-2.73136401,0.5924773277
7,61,-2.750873111,0.71520551
7,64,-2.70104113,0.6224448208
7,67,-2.55427707,0.2751744391
7,70,-2.35725921,-0.04126599325
7,73,-2.224354102,0.1172126016
7,76,-2.174527012,0.4546208734
7,79,-2.271856004,0.5403305996
7,82,-2.594967378,-0.2182607737
7,85,-2.749700794,-0.807728083
7,88,-2.737036272,-1.109408122
7,91,-2.565287836,-1.189937479
7,94,-2.362316271,-1.217822614
7,97,-2.079434961,-1.10606376
7,100,-1.642308375,-0.7870108041
7,103,-1.153866623,-0.5505827114
7,106,-0.6848849021,-0.7157168522
7,109,-0.202001036,-1.171233266
7,112,0.206039418,-1.197475371
7,115,0.5463071171,-0.5634937865
7,118,0.8082365336,-0.09690866798
7,121,0.9609879903,0.1005026517
7,124,0.654315956,0.1963678693
7,127,0.5691730968,0.4123010339
7,130,0.509948197,0.4921720814
7,133,0.3330974872,0.3048133628
7,136,-0.05267223308,0.1741366323
7,139,-0.4049479881,0.1382646791
7,142,-0.6299754753,0.153334413
7,145,-0.7743123171,0.1723999901
7,148,-0.9292409205,0.1557993792
7,151,-1.046644588,0.1309849905
7,154,-1.064966982,0.1388802947
7,157,-0.9187429535,0.2106765567
7,160,-0.5427963617,0.3460481156
7,163,0.02992381601,0.5010125673
7,166,0.609967588,0.624112537
7,169,1.029863712,0.6629324638
7,172,1.145006594,0.626447836
7,175,0.8999815236,0.5163044464
7,178,0.68892724,0.4353150287
10,4,-1.39690122,-0.9216883259
10,7,-1.60658282,-0.597362974
10,10,-1.906450796,-0.1795306224
10,13,-2.191212656,0.07415100329
10,16,-2.361980927,-0.1180992952
10,19,-2.337281943,-0.497493347
10,22,-2.28752264,-0.7711853357
10,25,-2.19072569,-1.027634521
10,28,-2.061920346,-1.258290518
10,31,-1.95819557,-1.38334819
10,34,-1.9495418,-1.308888004
10,37,-1.977539892,-1.13516123
10,40,-2.030979139,-0.7883571814
10,43,-2.215140232,-0.1927553678
10,46,-2.572274805,-0.2476948544
10,49,-2.807309671,-0.4915981062
10,52,-2.863809008,-0.2293095952
10,55,-2.849785202,0.2732694132
10,58,-2.849433799,0.7455126637
10,61,-2.928728145,0.9663468783
10,64,-2.875891643,0.9556611579
10,67,-2.670538955,0.4737698078
10,70,-2.370820617,-0.07799873352
10,73,-2.171875333,0.1158575383
10,76,-2.095100993,0.5844937452
10,79,-2.187457181,0.918413221
10,82,-2.642199656,-0.2433260799
10,85,-2.799502209,-0.9376152035
10,88,-2.75473993,-1.218565499
10,91,-2.511886381,-1.22182828
10,94,-2.335404037,-1.321919899
10,97,-2.131174791,-1.310609605
10,100,-1.725254576,-0.8823083931
10,103,-1.276906018,-0.5465819778
10,106,-0.8720165383,-0.72976144
10,109,-0.4086232837,-1.394571969
10,112,-0.05431886596,-1.461973737
10,115,0.2150965193,-0.4569096063
10,118,0.375250709,0.1116245174
10,121,0.5031938758,0.2285277682
10,124,-0.09992649482,0.1959707755
10,127,-0.02839937239,0.544682716
10,130,0.05724837348,0.696968374
10,133,0.036934706,0.3575693257
10,136,-0.3161278381,0.1348650292
10,139,-0.6243370135,0.08805317404
10,142,-0.7777100756,0.140382427
10,145,-0.8543458138,0.2011996834
10,148,-1.051082162,0.1567091204
10,151,-1.245365532,0.07913799335
10,154,-1.353684483,0.0510704749
10,157,-1.294183531,0.1329566128
10,160,-0.9555497672,0.3116022243
10,163,-0.3517245146,0.4950499899
10,166,0.2785991064,0.647866446
10,169,0.7392584203,0.6796228336
