PIVlab by W.Th. & E.J.S., ASCII chart output - 25-Aug-2019
FRAME: 68, filenames: A: frame0134.jpg & B: frame0135.jpg, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame]
4,4,0.1317679958,-0.06847288323
4,7,0.3244037151,0.03495263816
4,10,0.6631796609,0.08668998178
4,13,1.013791213,-0.1331877921
4,16,1.17577495,-0.5869234557
4,19,1.298487539,-0.7594297924
4,22,1.529720069,-0.7393648296
4,25,1.778249536,-0.6543748175
4,28,1.757670958,-0.4944730031
4,31,1.468336848,-0.3582167362
4,34,0.8180716247,-0.2868385871
4,37,0.1167442549,-0.3358899282
4,40,-0.4625837674,-0.4689154656
4,43,-0.9073816839,-0.5897595924
4,46,-1.223282774,-0.6536731508
4,49,-1.391865138,-0.7571320155
4,52,-1.415020026,-0.8898292032
4,55,-1.258619443,-1.050490686
4,58,-0.8767754233,-1.158630022
4,61,-0.2689475975,-1.209289577
4,64,0.4803067151,-1.237838948
4,67,1.218185174,-1.232294578
4,70,1.788637132,-1.175514662
4,73,2.296861403,-1.222877249
4,76,2.666079392,-1.454606623
4,79,2.904630465,-1.578881341
4,82,3.02696291,-1.426663794
4,85,2.979675901,-1.108769837
4,88,2.725085952,-1.013610637
4,91,2.353677326,-1.166992648
4,94,2.139654551,-1.334056317
4,97,1.992548706,-1.34222757
4,100,1.58210939,-1.005117923
4,103,1.103941908,-0.5438109299
4,106,0.7487041737,-0.1496271922
4,109,0.5587380632,0.1059560015
4,112,0.4940240721,0.1533732242
4,115,0.4712032601,-0.1442061777
4,118,0.3814951326,-0.7915506053
4,121,0.1911016656,-1.192850542
4,124,-0.01200778593,-1.35514529
4,127,-0.1650650894,-1.445544133
4,130,-0.2881700859,-1.507867456
4,133,-0.4384074613,-1.454945971
4,136,-0.5303773955,-1.284768821
4,139,-0.5342633742,-0.9990355957
4,142,-0.5927859419,-0.6856322496
4,145,-0.8766467081,-0.4065428256
4,148,-1.324434402,-0.1560191193
4,151,-1.874072962,0.04650974329
4,154,-2.514424846,0.1535262573
4,157,-3.191179432,0.1581939249
4,160,-3.805034522,0.1153308376
4,163,-4.254464093,0.0656459347
4,166,-4.48313182,0.01630882192
4,169,-4.528083061,-0.04012082483
4,172,-4.474680471,-0.1099375288
4,175,-4.392787949,-0.1746428515
4,178,-4.334060104,-0.2066708471
7,4,-0.04450750553,-0.1145443696
7,7,0.1887350698,0.1089459004
7,10,0.6082046738,0.3046863464
7,13,1.062990774,0.05227911384
7,16,1.170977815,-0.6839960592
7,19,1.221777402,-0.8495079754
7,22,1.477723077,-0.7581444218
7,25,1.841570094,-0.6305176092
7,28,1.830633088,-0.381818194
7,31,1.580770926,-0.2040153872
7,34,0.80090127,-0.1317745127
7,37,0.0256483887,-0.242290501
7,40,-0.5644469924,-0.4615021971
7,43,-1.025186274,-0.6224841126
7,46,-1.373869847,-0.6316529114
7,49,-1.55944916,-0.7402008353
7,52,-1.614928391,-0.8842898864
7,55,-1.48521557,-1.103785763
7,58,-1.081570947,-1.216406724
7,61,-0.3917087351,-1.232208067
7,64,0.4588185615,-1.242338182
7,67,1.264637539,-1.226995635
7,70,1.76402077,-1.101915469
7,73,2.275191231,-1.137974109
7,76,2.6336978,-1.540407793
7,79,2.873214088,-1.78463549
7,82,3.024243784,-1.583333696
7,85,2.993196948,-1.057191613
7,88,2.681483942,-0.9240840222
7,91,2.184018508,-1.187982448
7,94,2.023258102,-1.430186637
7,97,2.04281869,-1.50782667
7,100,1.565631046,-1.051545812
7,103,1.000676491,-0.4678805044
7,106,0.6217432911,-0.004779288589
7,109,0.4595900552,0.3015166812
7,112,0.4550872682,0.3938661806
7,115,0.5032419001,0.04810986177
7,118,0.4396345612,-0.9081768323
7,121,0.2050534873,-1.347156764
7,124,-0.04889231556,-1.438325087
7,127,-0.2223005538,-1.497897957
7,130,-0.3384971104,-1.60178514
7,133,-0.5096599956,-1.555613638
7,136,-0.5761018763,-1.382754703
7,139,-0.4665748681,-1.048154447
7,142,-0.4046975071,-0.695258322
7,145,-0.6955350594,-0.3938009076
7,148,-1.174423381,-0.1028022043
7,151,-1.752954566,0.1465864073
7,154,-2.471988546,0.2611266531
7,157,-3.266559536,0.2227546611
7,160,-3.992148682,0.1402635302
7,163,-4.497962705,0.07657683092
7,166,-4.69636955,0.02764184129
7,169,-4.662457804,-0.03023413804
7,172,-4.535614493,-0.1208120646
7,175,-4.397007066,-0.2127196632
7,178,-4.301558354,-0.250164958
10,4,-0.4371386355,-0.3628228306
10,7,-0.1480346676,0.1051590075
10,10,0.343675706,0.6262181442
10,13,0.9373398637,0.4029894252
10,16,0.9498287977,-0.8055061546
10,19,0.8428283471,-0.891473261
10,22,1.017710501,-0.6643201548
10,25,1.431378886,-0.4477874808
10,28,1.364029516,-0.02728659325
10,31,1.234113321,0.2139572498
10,34,0.3851082965,0.2292378807
10,37,-0.329313463,-0.03004601757
10,40,-0.8142329365,-0.4272901617
10,43,-1.267334533,-0.6910569745
10,46,-1.679834335,-0.5720903382
10,49,-1.876262406,-0.7243600893
10,52,-1.987854268,-0.8728685635
10,55,-1.916965427,-1.214531088
10,58,-1.488374883,-1.301322744
10,61,-0.6938301559,-1.208218199
10,64,0.2242611559,-1.164151038
10,67,1.005343912,-1.156189335
10,70,1.226361495,-0.9575693879
10,73,1.641531568,-0.9843389862
10,76,1.938185793,-1.670042494
10,79,2.171632907,-2.157781806
10,82,2.366692808,-1.943934021
10,85,2.403223506,-1.083974109
10,88,2.04908905,-0.8679769457
10,91,1.400480588,-1.257025559
10,94,1.371880572,-1.44750438
10,97,1.726678071,-1.561823784
10,100,1.219968769,-0.9130166007
10,103,0.620822187,-0.194429855
10,106,0.2828775548,0.3030275403
10,109,0.2040068135,0.6227526399
10,112,0.3032214332,0.7358838388
10,115,0.4593369623,0.3405132463
10,118,0.4366254727,-1.072995312
10,121,0.1328659159,-1.518725517
10,124,-0.2198694786,-1.466897249
10,127,-0.4640036258,-1.451725748
10,130,-0.5911744376,-1.638331724
10,133,-0.7587599871,-1.601498981
10,136,-0.747675267,-1.453271909
10,139,-0.431971718,-1.078103047
10,142,-0.1443684025,-0.7249316819
10,145,-0.443523053,-0.4107326873
10,148,-0.950882445,-0.04903434805
10,151,-1.547321837,0.2905141037
10,154,-2.411600821,0.4218416657
10,157,-3.429427914,0.2949755305
10,160,-4.359945576,0.1431144689
10,163,-4.953175809,0.069244682
10,166,-5.06276123,0.0357456621
10,169,-4.856002253,-0.01432870619
10,172,-4.589041162,-0.1476697637
10,175,-4.343928988,-0.3032513183
10,178,-4.170508962,-0.3453873818
13,4,-1.061888954,-1.131766846
13,7,-0.674999371,-0.3723197928
13,10,-0.2539836972,0.5521891665
13,13,0.2092436025,0.5055925165
13,16,0.2787209511,-0.6896423643
13,19,0.03450944797,-0.7421520191
13,22,-0.1630477017,-0.4608303054
13,25,-0.2895202313,-0.04444770937
13,28,-0.43526245,0.510018313
13,31,-0.5711397765,0.8408612603
13,34,-0.8838966641,0.6448607996
13,37,-1.089434367,0.237623568
13,40,-1.221227225,-0.2977574595
13,43,-1.616857455,-0.7330531941
13,46,-2.113533593,-0.4898739168
13,49,-2.26355197,-0.7804022025
13,52,-2.403034527,-0.8973619002
13,55,-2.391559807,-1.345849976
13,58,-1.938428653,-1.294485468
13,61,-1.137357306,-0.9903945426
13,64,-0.4602589958,-0.8369794164
13,67,-0.1823906906,-0.8571436993
13,70,-0.4229520547,-0.8162732156
13,73,-0.4264737608,-0.9587347721
13,76,-0.2129634226,-1.64085921
13,79,0.04180988188,-2.386189579
13,82,0.2124291811,-2.321010797
13,85,0.3723727045,-1.459243981
13,88,0.05729327277,-1.092807159
13,91,-0.3492438712,-1.389465562
13,94,-0.2135548388,-1.086716994
13,97,0.230620186,-0.8577911818
13,100,0.0974809392,-0.2333748
13,103,-0.2199903128,0.4038337382
13,106,-0.3338022317,0.76242517
13,109,-0.2478382843,0.9459241364
13,112,-0.04802922874,0.8741622047
13,115,0.1345771273,0.304498286
13,118,0.1107976353,-0.8671286135
13,121,-0.1906074553,-1.392828341
13,124,-0.6469953619,-1.240114373
13,127,-1.047377826,-1.080319997
13,130,-1.313314431,-1.297115548
13,133,-1.281285681,-1.257008294
13,136,-1.099706561,-1.140093798
13,139,-0.6473755803,-0.8893418077
13,142,-0.2027669649,-0.7833829325
13,145,-0.4316785046,-0.5037919073
13,148,-0.8964751858,-0.107211394
13,151,-1.444124362,0.2790442711
13,154,-2.462214212,0.4227887823
13,157,-3.688393573,0.2063333493
13,160,-4.785679809,0.00763341454
13,163,-5.374826323,-0.02450385355
13,166,-5.295008201,0.004923985194
13,169,-4.839638783,-0.004315823123
13,172,-4.408724171,-0.1819304592
13,175,-4.034819485,-0.4356015725
13,178,-3.738519836,-0.4723930714
16,4,-1.884399269,-2.613312458
16,7,-1.068535746,-1.672971827
16,10,-0.4149070519,-0.6045981249
16,13,-0.09282531175,-0.3012568372
16,16,-0.1583118377,-0.8594028479
16,19,-0.4711251777,-1.068628944
16,22,-0.7954979963,-1.048916305
16,25,-1.299131638,-0.6030992037
16,28,-1.769878717,0.07450752973
16,31,-1.978636077,0.2411310049
16,34,-1.896842899,0.3038945035
16,37,-1.81572152,0.2738203424
16,40,-1.646443313,0.03998311367
16,43,-2.008723312,-0.4677999886
16,46,-2.508356599,-0.6294400982
16,49,-2.562410448,-0.9674788622
16,52,-2.580464656,-1.169295589
16,55,-2.520481745,-1.315717619
16,58,-1.954106008,-0.972756001
16,61,-1.326163954,-0.525646107
16,64,-1.06917846,-0.3452778347
16,67,-1.36287835,-0.5410412892
16,70,-1.890008176,-0.8035424053
16,73,-1.94092673,-0.9408708055
16,76,-1.640656867,-1.459163198
16,79,-1.352942828,-2.0320643
16,82,-1.158254775,-1.952699083
16,85,-1.133905156,-1.392851777
16,88,-1.455823323,-1.032356346
16,91,-1.486587703,-1.282160677
16,94,-1.289003646,-0.788730928
16,97,-1.068514922,-0.2006539302
16,100,-1.066237106,0.4806727296
16,103,-1.178484122,1.029365483
16,106,-1.039024032,1.231193852
16,109,-0.7295516933,1.321858887
16,112,-0.3863858717,1.112003542
16,115,-0.1883782461,0.4219054609
16,118,-0.2947125248,-0.5797679391
16,121,-0.699649332,-1.156889
16,124,-1.239322875,-0.9174785108
16,127,-1.649447084,-0.6024058928
16,130,-1.830761093,-0.718962261
16,133,-1.703966438,-0.5133716785
16,136,-1.549661224,-0.1392656765
16,139,-1.204862152,-0.23901868
16,142,-0.7624844928,-0.6281463807
16,145,-0.9275200029,-0.4829131244
16,148,-1.383438253,-0.3039628908
16,151,-1.910245227,-0.2107376666
16,154,-2.921895137,-0.1139349433
16,157,-3.986044166,-0.2372192498
16,160,-4.906222616,-0.3744941226
16,163,-5.144226822,-0.2607579602
16,166,-4.832564232,-0.08369541663
16,169,-4.201042725,-0.002122852891
16,172,-3.634165592,-0.1317468811
16,175,-3.114361254,-0.4352141086
16,178,-2.657973305,-0.5134875333
19,4,-3.164104746,-4.153134271
19,7,-1.666818902,-3.012257738
19,10,-0.5531667736,-1.792490668
19,13,-0.2368057722,-1.156288374
19,16,-0.4835346712,-1.250574323
19,19,-0.9058397742,-1.50303721
19,22,-1.154977714,-1.651148872
19,25,-1.480620414,-1.373028425
19,28,-1.752030711,-0.5650057264
19,31,-2.000208612,0.3394319802
19,34,-2.146084168,0.4573361772
19,37,-2.176439051,0.4137362388
19,40,-2.107528814,0.01872083238
19,43,-2.282110223,-0.4695600341
19,46,-2.543061202,-0.7988435729
19,49,-2.579337738,-1.174923366
19,52,-2.529665025,-1.444133919
19,55,-2.480326642,-1.268944488
19,58,-1.763688991,-0.6651495237
19,61,-1.360272348,-0.2310857741
19,64,-1.483307108,-0.01932773055
19,67,-2.236605974,-0.3910836845
19,70,-2.983984063,-1.104281399
19,73,-2.757000095,-1.124134278
19,76,-2.329107138,-1.172372447
19,79,-2.071812447,-1.34483919
19,82,-1.913551603,-1.346887028
19,85,-1.663646789,-1.314972661
19,88,-1.645869701,-1.253891819
19,91,-1.659349134,-1.114590604
