PIVlab by W.Th. & E.J.S., ASCII chart output - 25-Aug-2019
FRAME: 12, filenames: A: frame0022.jpg & B: frame0023.jpg, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame]
4,4,-3.324350977,-0.5483604954
4,7,-3.254712673,-0.5342665114
4,10,-3.15021874,-0.5010414008
4,13,-3.119866856,-0.4435507541
4,16,-3.305690104,-0.3623877377
4,19,-3.612521012,-0.2795005144
4,22,-3.701654962,-0.2054746746
4,25,-3.518688269,-0.1364127337
4,28,-3.278687912,-0.07301439363
4,31,-3.127308282,-0.01378878918
4,34,-3.11200546,0.03842053971
4,37,-3.188178051,0.1041310386
4,40,-3.194214172,0.193636934
4,43,-3.182691493,0.2916477439
4,46,-3.19401013,0.3783210152
4,49,-3.167537326,0.4549922675
4,52,-3.031432575,0.5326763578
4,55,-2.910633146,0.6152772964
4,58,-2.88585073,0.707349585
4,61,-2.950015144,0.794556992
4,64,-3.072111036,0.8551810438
4,67,-3.225065569,0.8860716394
4,70,-3.368045854,0.9086166749
4,73,-3.483431294,0.9546286652
4,76,-3.5519558,1.026514626
4,79,-3.524873084,1.119013614
4,82,-3.367519573,1.188184206
4,85,-3.256118098,1.181726347
4,88,-3.236147263,1.088762005
4,91,-3.227297125,0.97553285
4,94,-3.076730046,0.9517965693
4,97,-2.743047943,0.9658292287
4,100,-2.281922152,0.9669365523
4,103,-1.775720332,0.9600930014
4,106,-1.303922292,0.9688778129
4,109,-0.9824847552,0.998050583
4,112,-0.855088783,0.9762408847
4,115,-0.7856765063,0.9423579078
4,118,-0.6814559433,0.7639283425
4,121,-0.535357883,0.3471887139
4,124,-0.4475355253,0.03323886849
4,127,-0.3755274275,-0.1425067161
4,130,-0.2904189264,-0.2577684595
4,133,-0.2548636654,-0.267558716
4,136,-0.3593058075,-0.09957201719
4,139,-0.4815059631,0.1250025449
4,142,-0.5025447287,0.3104073133
4,145,-0.3764210484,0.4479866772
4,148,-0.104926892,0.5495038504
4,151,0.2479017199,0.6094262174
4,154,0.4961153594,0.6023281014
4,157,0.4218504536,0.516120334
4,160,0.2399898011,0.4197953924
4,163,0.01928171769,0.3199880073
4,166,-0.4052548717,0.1948940092
4,169,-0.9732204761,0.2126600912
4,172,-1.376195799,0.2172917796
4,175,-1.602408354,0.1971876684
4,178,-1.707731704,0.1790117244
7,4,-3.382420768,-0.5674005919
7,7,-3.288513444,-0.5575442127
7,10,-3.12313361,-0.5257541592
7,13,-3.0225971,-0.461549582
7,16,-3.242831022,-0.362421879
7,19,-3.691607357,-0.2708341279
7,22,-3.805855798,-0.1991791515
7,25,-3.526519081,-0.1309169791
7,28,-3.209576568,-0.06919187129
7,31,-3.022038658,-0.009328593981
7,34,-3.010327471,0.03089412005
7,37,-3.136817286,0.09179291808
7,40,-3.11021681,0.1933740943
7,43,-3.081757281,0.3073366267
7,46,-3.130107018,0.3945652118
7,49,-3.148514789,0.4612148095
7,52,-2.965914784,0.5344651409
7,55,-2.81130142,0.6149369588
7,58,-2.796327662,0.7169612204
7,61,-2.891208206,0.820581179
7,64,-3.049085905,0.8798952493
7,67,-3.242334859,0.8914986116
7,70,-3.411813124,0.8884953878
7,73,-3.559620892,0.9356556856
7,76,-3.685142997,1.021672503
