PIVlab by W.Th. & E.J.S., ASCII chart output - 25-Aug-2019
FRAME: 72, filenames: A: frame0142.jpg & B: frame0143.jpg, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame]
4,4,-3.095777422,0.3993287691
4,7,-3.013379894,0.3646034093
4,10,-2.852692702,0.2880069044
4,13,-2.627259869,0.1825016611
4,16,-2.359039449,0.05226866554
4,19,-2.064854966,-0.09110761106
4,22,-1.763685583,-0.2422475244
4,25,-1.471713514,-0.3743569817
4,28,-1.183006516,-0.4072305944
4,31,-0.8772339559,-0.2612016099
4,34,-0.5127935616,0.03355644163
4,37,-0.081824683,0.4264210705
4,40,0.3126088609,0.8480610318
4,43,0.4351569759,1.141255356
4,46,0.1510952623,1.099242521
4,49,-0.2541152511,0.9127400002
4,52,-0.6230829406,0.7582966205
4,55,-1.01387209,0.691636255
4,58,-1.483211943,0.7003056577
4,61,-1.779652338,0.7616220801
4,64,-1.797485662,0.7897153651
4,67,-1.556619438,0.8266067264
4,70,-1.092674094,0.9693747114
4,73,-0.4688483287,1.22881533
4,76,-0.009953747091,1.482529243
4,79,0.3548496833,1.584098992
4,82,0.670701183,1.567893525
4,85,0.9495153958,1.53645275
4,88,1.199152695,1.490469687
4,91,1.412406254,1.50872977
4,94,1.54181138,1.664032434
4,97,1.599136559,1.771088158
4,100,1.603969763,1.777956355
4,103,1.575769801,1.686489557
4,106,1.546482417,1.501238308
4,109,1.564728874,1.252642273
4,112,1.634181664,1.115350989
4,115,1.726143667,1.094017253
4,118,1.833260401,1.024559583
4,121,1.991395262,0.8405669821
4,124,2.164580026,0.6196464427
4,127,2.278974093,0.3952952777
4,130,2.295381572,0.1524168078
4,133,2.164717657,-0.1222420499
4,136,1.903148275,-0.3885542229
4,139,1.628484505,-0.6373176173
4,142,1.442305035,-0.8091208356
4,145,1.313536065,-0.7986313566
4,148,1.246003815,-0.5964698312
4,151,1.276883464,-0.3686104822
4,154,1.324203616,-0.2498925811
4,157,1.38643492,-0.2067519569
4,160,1.469270215,-0.1554007866
4,163,1.501171867,-0.02048571143
4,166,1.333120843,0.1393991482
4,169,0.9423978131,0.3216243806
4,172,0.4298530328,0.407128321
4,175,-0.05801055228,0.3499260552
4,178,-0.3435281417,0.271607142
7,4,-3.178115832,0.454918736
7,7,-3.090708219,0.4223530147
7,10,-2.914478772,0.3316599177
7,13,-2.662985812,0.2165807769
7,16,-2.37018547,0.0695585114
7,19,-2.052902033,-0.09096106126
7,22,-1.736212392,-0.2807780299
7,25,-1.450059745,-0.4899812318
7,28,-1.179661681,-0.5889128104
7,31,-0.9015503371,-0.4192206939
7,34,-0.5394040032,-0.06453340381
7,37,-0.05096891494,0.4072616055
7,40,0.457327258,0.941064791
7,43,0.6427004144,1.338864612
7,46,0.2295166109,1.19937159
7,49,-0.2615429578,0.9020265622
7,52,-0.6302762015,0.6980137348
7,55,-1.02893972,0.6347254667
7,58,-1.627094109,0.6563318454
7,61,-1.981636428,0.7587284297
7,64,-1.985834802,0.7652543212
7,67,-1.702364878,0.7545978725
7,70,-1.175703171,0.8987196642
7,73,-0.3949917512,1.232266398
7,76,0.04266002704,1.573957194
7,79,0.3789978139,1.674797369
7,82,0.6727393263,1.605105877
7,85,0.9394723036,1.550824149
7,88,1.196423059,1.454346548
7,91,1.438498399,1.442621928
7,94,1.567994082,1.697061919
7,97,1.61866031,1.8495593
7,100,1.607022733,1.861956722
7,103,1.542734443,1.755291834
7,106,1.464245474,1.540546794
7,109,1.459455376,1.202036006
7,112,1.532517548,1.06270814
7,115,1.625236707,1.1261436
7,118,1.71403964,1.095143548
7,121,1.883513425,0.8734882285
7,124,2.08956121,0.6273284945
7,127,2.22852877,0.4032613929
7,130,2.275854016,0.1673794175
7,133,2.147559694,-0.1310602235
7,136,1.845828319,-0.4226406303
7,139,1.532754286,-0.7098597967
7,142,1.352065392,-0.9263744143
7,145,1.208886538,-0.9068166074
7,148,1.116037804,-0.6163842066
7,151,1.177686545,-0.31911392
7,154,1.233542503,-0.217221072
7,157,1.307336557,-0.225603141
7,160,1.435823112,-0.2144641803
7,163,1.538859944,-0.04231571245
7,166,1.375052083,0.1493395107
7,169,0.9195799432,0.4064024846
7,172,0.3125727383,0.5070296248
7,175,-0.2800852637,0.3604260636
7,178,-0.6194403569,0.2037582836
10,4,-3.355985983,0.5584556551
10,7,-3.263912841,0.5423764066
10,10,-3.0577405,0.4190457368
10,13,-2.74306328,0.2977558061
10,16,-2.391890361,0.1166024455
10,19,-2.022035611,-0.06568296221
10,22,-1.670380995,-0.3150651909
10,25,-1.407303574,-0.6815832465
10,28,-1.186481889,-0.934968726
10,31,-0.9991123608,-0.7215085397
10,34,-0.7152274232,-0.2877261323
10,37,-0.2431259855,0.2651323919
10,40,0.3345502801,0.9308710371
10,43,0.5957660096,1.480985345
10,46,0.01675107853,1.183066146
10,49,-0.5271771541,0.7401392753
10,52,-0.8315404351,0.4914947867
10,55,-1.188711647,0.4844753529
10,58,-1.906343663,0.5351987235
10,61,-2.26672724,0.7392206092
10,64,-2.212447428,0.7367418412
10,67,-1.865430427,0.6648697234
10,70,-1.304733601,0.8031256631
10,73,-0.3578812613,1.227139334
10,76,-0.02665475305,1.695159185
10,79,0.2339818223,1.809338596
10,82,0.4528096652,1.658970861
10,85,0.665143311,1.574789014
10,88,0.9092787462,1.391378029
10,91,1.183697211,1.301952056
10,94,1.3013574,1.703132715
10,97,1.360347381,1.903795362
10,100,1.339951691,1.913536164
10,103,1.208271086,1.77779406
10,106,1.016340231,1.569948108
10,109,0.9359352045,1.11388661
10,112,0.9870103243,0.9835108237
10,115,1.060607261,1.178543941
10,118,1.088080502,1.188223496
10,121,1.230805711,0.8844336933
10,124,1.446993357,0.5929406637
10,127,1.598828906,0.3766900808
10,130,1.706904162,0.1949367514
10,133,1.63411848,-0.1121092296
10,136,1.361544483,-0.4439458035
10,139,1.069720251,-0.7667007167
10,142,0.9270421237,-1.033901864
10,145,0.7447949691,-1.010302152
10,148,0.5750318962,-0.6211206423
10,151,0.6513862617,-0.2570089192
10,154,0.6986481109,-0.2030287472
10,157,0.7693665385,-0.2980182348
10,160,0.9335164027,-0.3504880116
10,163,1.112544816,-0.1024558532
10,166,0.9496407829,0.1447720575
10,169,0.4390370004,0.5261014878
10,172,-0.2278434601,0.6392759661
10,175,-0.8920997226,0.3029260764
10,178,-1.257384798,-0.01050949035
13,4,-3.651145622,0.6165968516
13,7,-3.575674511,0.6691877024
13,10,-3.344914298,0.5015086435
13,13,-2.917881613,0.4353527923
13,16,-2.457807211,0.2081827822
13,19,-2.005489003,0.02701471412
13,22,-1.600058273,-0.244871913
13,25,-1.398727545,-0.7899570607
13,28,-1.263999049,-1.260127276
13,31,-1.244373153,-1.018901243
13,34,-1.188300806,-0.6055707595
13,37,-1.007927238,-0.1353221244
13,40,-0.7680936311,0.4892751493
13,43,-0.6533704175,0.9487027925
13,46,-1.046881371,0.6836334714
13,49,-1.377009773,0.2293893069
13,52,-1.518071553,-0.01005021017
13,55,-1.835817386,0.1705176397
13,58,-2.219452618,0.2770292559
13,61,-2.37351468,0.6335905933
13,64,-2.233016298,0.7518187183
13,67,-1.864101406,0.739136043
13,70,-1.34541873,0.8602550723
13,73,-0.7772054809,1.208059226
13,76,-0.5060813522,1.633783749
13,79,-0.3553500209,1.86482336
13,82,-0.2987016817,1.721797648
13,85,-0.2236730877,1.549170882
13,88,-0.06931993002,1.308427418
13,91,0.1209421327,1.165517637
13,94,0.1875802838,1.467736371
13,97,0.3314110176,1.669096574
13,100,0.3740314924,1.666506416
13,103,0.1762970829,1.475903314
13,106,-0.1627210167,1.431209773
13,109,-0.4037579917,1.092398192
13,112,-0.4565574223,1.00277738
13,115,-0.4532408254,1.185854992
13,118,-0.4965889153,1.145264236
13,121,-0.4861998085,0.783791575
13,124,-0.3763653612,0.4373075474
13,127,-0.2496458371,0.2220541005
13,130,-0.09547444791,0.2254566772
13,133,-0.03697578304,0.05291234815
13,136,-0.01509828152,-0.3673690544
13,139,-0.03261097388,-0.6598857825
13,142,-0.1498697194,-0.8946840673
13,145,-0.4185662877,-0.8859467239
13,148,-0.6884787813,-0.6000485459
13,151,-0.7834048932,-0.3317039747
13,154,-0.7396889672,-0.3016303765
13,157,-0.6689295469,-0.4526131223
13,160,-0.5480050233,-0.5030323615
13,163,-0.4806787524,-0.2481854888
13,166,-0.6539894678,0.1135519586
13,169,-1.054701567,0.5187830937
13,172,-1.535818575,0.5942374133
13,175,-1.957036704,0.05558837128
13,178,-2.196420938,-0.4388388807
16,4,-4.044385002,0.3006230902
16,7,-4.05536676,0.5317468573
16,10,-3.883179911,0.3912823501
16,13,-3.334490668,0.5843483611
16,16,-2.691254542,0.3371576292
16,19,-2.17240519,0.1855700077
16,22,-1.731760146,-0.01072825956
16,25,-1.618153861,-0.5465881273
16,28,-1.565567363,-1.015194274
16,31,-1.646334258,-0.9240749013
16,34,-1.810485682,-0.785395317
16,37,-1.947568366,-0.6733975478
16,40,-1.858996594,-0.1860360049
16,43,-1.9958655,0.350634512
16,46,-2.370033786,0.06405770447
16,49,-2.496820553,-0.4741146673
16,52,-2.37424652,-0.8557820605
16,55,-2.451541545,-0.4339142049
16,58,-2.595031293,-0.2332211841
16,61,-2.593858853,0.5607661449
16,64,-2.440164322,0.9471629138
16,67,-2.18572139,1.084486291
16,70,-1.798310909,1.136438997
16,73,-1.445324242,1.187858463
16,76,-1.135552057,1.448131426
16,79,-0.9055151339,1.913020786
16,82,-0.9071739371,1.739289885
16,85,-0.9670947422,1.417049895
16,88,-1.09451195,1.100581885
16,91,-1.208461528,0.9076548185
16,94,-1.335300517,0.8818006827
16,97,-0.9531966203,1.032924123
16,100,-0.7438706042,1.04797564
16,103,-0.8991939021,0.8025404862
16,106,-1.267042892,1.17674728
16,109,-1.573089061,1.08902411
16,112,-1.723477804,1.06043944
16,115,-1.79253233,1.153525016
16,118,-1.837290478,1.021288835
16,121,-1.785758523,0.616168824
16,124,-1.599215012,0.1686314194
16,127,-1.390331901,-0.07802309159
16,130,-1.184104732,0.3770443318
16,133,-1.215764039,0.4194409921
16,136,-1.119964858,0.004963044779
16,139,-1.018878732,-0.4350187172
16,142,-1.102629891,-0.9230506075
16,145,-1.464531474,-1.116366021
16,148,-1.884382746,-0.7439995299
16,151,-2.157944742,-0.3956283673
16,154,-2.00261359,-0.3361680887
16,157,-1.783347487,-0.468895741
16,160,-1.569323867,-0.5564394612
16,163,-1.489064162,-0.392504737
16,166,-1.63992766,-0.07424181113
16,169,-1.966697929,0.276359763
16,172,-2.342915584,0.3747217766
16,175,-2.637629628,-0.2304644188
16,178,-2.79424922,-0.8466345758
19,4,-4.32085351,-0.9011912451
19,7,-4.524071628,-0.4428570514
19,10,-4.610891065,-0.1580143244
19,13,-4.173732443,0.5374982614
19,16,-3.269310173,0.4684073486
19,19,-2.840415984,0.2592557832
19,22,-2.518515345,0.06111253992
19,25,-2.267857982,-0.1957561604
19,28,-2.087283039,-0.3931221112
19,31,-2.06397529,-0.3811306521
19,34,-2.226972123,-0.4370799824
19,37,-2.403378914,-0.5379155961
19,40,-2.462872266,-0.4038984341
19,43,-2.858062604,0.170765553
19,46,-3.303857285,-0.2499156069
19,49,-3.257247768,-0.8322184187
