PIVlab by W.Th. & E.J.S., ASCII chart output - 25-Aug-2019
FRAME: 79, filenames: A: frame0156.jpg & B: frame0157.jpg, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame]
4,4,-2.475160935,-0.009711990496
4,7,-2.291529574,0.02060008892
4,10,-1.970928001,0.04883302439
4,13,-1.58023878,0.06467129157
4,16,-1.169893075,0.03996055031
4,19,-0.6949837399,-0.0430568413
4,22,-0.07293219889,-0.1535924869
4,25,0.6087680774,-0.2880551111
4,28,1.072204451,-0.4753575819
4,31,1.210875192,-0.5739735054
4,34,1.195082586,-0.4168067982
4,37,1.132140379,-0.1612786889
4,40,0.9676990051,0.03084667871
4,43,0.8718596351,0.05622274411
4,46,0.7793120976,-0.08571697234
4,49,0.3812816942,-0.3077310635
4,52,-0.3116555061,-0.5591395253
4,55,-1.042160439,-0.8541449252
4,58,-1.643780101,-1.170070753
4,61,-2.020271836,-1.403937956
4,64,-2.109493759,-1.426588066
4,67,-2.111547555,-1.365810353
4,70,-2.156991101,-1.251667359
4,73,-2.253835903,-1.057777624
4,76,-2.408911643,-0.8644118046
4,79,-2.597021827,-0.7133476221
4,82,-2.759018144,-0.6166096613
4,85,-2.867654487,-0.5278154277
4,88,-2.932755485,-0.466697475
4,91,-2.920727084,-0.4788794169
4,94,-2.826904792,-0.490967482
4,97,-2.708597077,-0.4593316002
4,100,-2.6017744,-0.3838051554
4,103,-2.499591374,-0.3716523062
4,106,-2.39341715,-0.5109231597
4,109,-2.273484742,-0.7160918292
4,112,-2.12792669,-0.8947498866
4,115,-1.944118077,-1.051632796
4,118,-1.737975953,-1.194724097
4,121,-1.554556595,-1.272227831
4,124,-1.349538559,-1.158556021
4,127,-0.8280609115,-0.7388737407
4,130,-0.2902569646,-0.05425105838
4,133,0.2079160821,0.6599863736
4,136,0.6392987539,1.196800994
4,139,0.9569802571,1.540892239
4,142,1.150465166,1.701004346
4,145,1.30115107,1.701668911
4,148,1.491854081,1.595159673
4,151,1.641507579,1.459549949
4,154,1.721780301,1.305655024
4,157,1.705693302,1.094668311
4,160,1.657982015,0.8145041283
4,163,1.403990765,0.4854582995
4,166,0.8375792257,0.1932246059
4,169,0.1410615687,-0.06710760263
4,172,-0.1855197784,-0.2745060289
4,175,-0.4277452573,-0.3324262998
4,178,-0.5856552934,-0.3252773697
7,4,-2.668950224,-0.04231990442
7,7,-2.438991338,0.01814808759
7,10,-2.065940919,0.0570030292
7,13,-1.653710916,0.08152965296
7,16,-1.271872762,0.05677279432
7,19,-0.8333277475,-0.04431403365
7,22,-0.1628525306,-0.1562035253
7,25,0.6523904784,-0.2723845646
7,28,1.181116554,-0.5165529677
7,31,1.263081911,-0.6734536675
7,34,1.194783188,-0.4377006051
7,37,1.134066446,-0.08596946442
7,40,0.8894814074,0.1850626089
7,43,0.8276104561,0.2226209894
7,46,0.8773202002,0.02499232164
7,49,0.4822757258,-0.2473490172
7,52,-0.3275120441,-0.5155989068
7,55,-1.147035852,-0.8391686904
7,58,-1.789205041,-1.206324088
7,61,-2.16606586,-1.490257104
7,64,-2.138672503,-1.457786275
7,67,-2.05627785,-1.375563624
7,70,-2.083488,-1.253302877
7,73,-2.181653265,-1.026740109
7,76,-2.36251869,-0.8284249929
7,79,-2.592533838,-0.6815881013
7,82,-2.778971119,-0.6091504564
7,85,-2.887215651,-0.5104283219
7,88,-2.962943452,-0.4282577981
7,91,-2.949559301,-0.4802311743
7,94,-2.830458353,-0.5202095614
7,97,-2.695463312,-0.4822034013
7,100,-2.594759373,-0.3257325421
7,103,-2.49936172,-0.2492643442
7,106,-2.398361413,-0.44154751
7,109,-2.286410376,-0.7168980646
7,112,-2.152449974,-0.9180974573
7,115,-1.968969458,-1.09566021
7,118,-1.751867419,-1.294666046
7,121,-1.594044657,-1.463346232
7,124,-1.514181791,-1.413069966
7,127,-0.8704513752,-0.94011142
7,130,-0.296170466,-0.08790533004
7,133,0.2287733624,0.7747868086
7,136,0.6885336109,1.351662395
7,139,1.010972479,1.699440639
7,142,1.166563869,1.840283512
7,145,1.277967611,1.802607143
7,148,1.493469228,1.650072407
7,151,1.641937455,1.510966831
7,154,1.71960249,1.3783052
7,157,1.667217405,1.160108243
7,160,1.687108693,0.8424591662
7,163,1.477067938,0.4488720218
7,166,0.8311362464,0.1513589589
7,169,-0.08093298482,-0.1078023286
7,172,-0.3043412053,-0.3434911045
7,175,-0.5483503648,-0.3643616665
7,178,-0.7332159273,-0.3280946798
10,4,-3.078947617,-0.1235398198
